stem,ref_width,dt_none,profile_none,dt_dilate1,profile_dilate1,dt_dilate2,profile_dilate2,dt_erode1,profile_erode1
7942,5.3478696150850995,5.664021910483588,7.371673638360264,7.441067535645239,8.0885259122491,9.268021754606428,7.7097888686519935,4.031842670235252,5.783706119955331
7954,4.578819377977166,4.722424798650641,4.676636626955922,6.317264921658256,4.4053895780753365,8.205574097779348,4.668102217093688,3.0673544631344005,4.5317244807997765
7964,6.617384292934484,6.830837211588742,10.321623454815201,9.09758507512898,8.596716260837425,10.536395891551235,10.64801932222076,5.2054664707199105,9.458564262673972
7966,5.182641315433763,5.213127481120589,5.729891577753622,6.9738707316432995,5.633268323712829,8.86285505406625,5.792836543095615,3.4983509067206877,5.915937838414865
7967,5.748885146988736,5.934966742921693,6.738443332211928,7.678206391669007,6.680760821941834,9.6370060425138,6.8899652102621,4.371643926502074,6.4899693059042765
7970,5.066215075965421,5.783733438761634,7.18794760911962,7.788988306654263,7.6387918105329575,9.866762966834086,7.2709545515752305,4.149812744113978,5.264522972746793
7981,5.680533484237767,5.915473911899276,8.213661877400154,7.723533141953817,8.406520854521826,10.094445741348396,8.930410815578696,4.28881718999312,7.560781109720707
7984,4.608425028636353,4.906036740911875,6.90360578097799,6.764651373860099,6.89092706546631,8.506089867828269,6.820160673716542,3.1726423287039283,6.605891625277336
7985,4.3883125250926245,4.505428101370389,4.620690437192655,6.305024697467003,5.378956619636765,8.310909256738777,5.555096379455561,2.8456368526379343,4.931624136462253
7987,5.5882556923572615,8.557075831851666,13.347968375922086,10.92343721249558,15.330107912009577,12.619817539148325,18.540441932146603,7.394696958802847,14.227075631571568
7994,5.279032670875497,5.719823056638732,6.044055145519513,7.669661072169694,7.445340892585679,10.422761501609273,7.041841760979594,3.9794263386831292,6.507027078411315
7998,6.183525311795897,6.1629461509207895,6.211422697462588,7.918483746183353,5.420643178030504,9.719621348639135,5.341341615297581,4.567619828678316,6.647006814652068
