img,arm,L,n_tubes,bytes,length_endcorr,structure_bytes,seg_iou,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1_3,end_f1_3,junc_f1_5,end_f1_5
9,GRAPH6,2,6,1628.0,176.52172123517266,126,0.7804583835946924,2,161.50138640234124,4.883864215646798,5,1,0,8,6,0,0.25,0.4705882352941177,0.25,0.5882352941176471
9,GRAPH6,5,6,1628.0,176.52172123517266,126,0.7804583835946924,2,161.50138640234124,4.883864215646798,5,1,0,8,6,0,0.2857142857142857,0.5,0.2857142857142857,0.625
9,GRAPH6,10,6,1628.0,176.52172123517266,126,0.7804583835946924,2,161.50138640234124,4.883864215646798,5,1,0,8,6,0,0.33333333333333337,0.5333333333333333,0.33333333333333337,0.5333333333333333
9,GRAPH6,auto,6,1628.0,176.52172123517266,126,0.7804583835946924,2,161.50138640234124,4.883864215646798,5,1,0,8,6,0,0.25,0.4705882352941177,0.25,0.5882352941176471
9,GRAPH7p,0,6,,192.06855945699397,126,0.7804583835946924,2,176.78174593052023,4.826154274931156,6,2,0,2,6,0,0.22222222222222224,0.4705882352941177,0.4444444444444445,0.5882352941176471
9,GRAPH7p,2,6,,192.06855945699397,126,0.7804583835946924,2,176.78174593052023,4.826154274931156,6,2,0,2,6,0,0.22222222222222224,0.4705882352941177,0.4444444444444445,0.5882352941176471
9,GRAPH7p,5,6,,192.06855945699397,126,0.7804583835946924,2,176.78174593052023,4.826154274931156,6,2,0,2,6,0,0.25,0.5,0.5,0.625
9,GRAPH7p,10,6,,192.06855945699397,126,0.7804583835946924,2,176.78174593052023,4.826154274931156,6,2,0,2,6,0,0.28571428571428575,0.5333333333333333,0.5714285714285715,0.5333333333333333
9,GRAPH7p,auto,6,,192.06855945699397,126,0.7804583835946924,2,176.78174593052023,4.826154274931156,6,2,0,2,6,0,0.22222222222222224,0.4705882352941177,0.4444444444444445,0.5882352941176471
9,JPEG,0,6,1564.0,393.6088503087033,126,0.7804583835946924,14,321.35028842544403,4.917070933996949,18,2,0,2,30,0,0.0,0.1951219512195122,0.4444444444444445,0.2439024390243902
9,JPEG,2,6,1564.0,393.6088503087033,126,0.7804583835946924,14,321.35028842544403,4.917070933996949,18,2,0,2,30,0,0.0,0.1951219512195122,0.4444444444444445,0.2439024390243902
9,JPEG,5,6,1564.0,393.6088503087033,126,0.7804583835946924,14,321.35028842544403,4.917070933996949,18,2,0,2,30,0,0.0,0.2,0.5,0.25
9,JPEG,10,6,1564.0,393.6088503087033,126,0.7804583835946924,14,321.35028842544403,4.917070933996949,18,2,0,2,30,0,0.0,0.15384615384615383,0.5714285714285715,0.20512820512820512
9,JPEG,auto,6,1564.0,393.6088503087033,126,0.7804583835946924,11,313.69343417595167,4.8751652654664115,15,2,0,2,30,0,0.0,0.2285714285714286,0.4444444444444445,0.28571428571428575
4,TRUE,0,6,,345.76450198781714,150,0.875615763546798,4,345.76450198781714,3.4782761817627024,27,13,4,14,14,0,1.0,1.0,1.0,1.0
4,TRUE,2,6,,344.7645019878171,150,0.875615763546798,4,344.7645019878171,3.4804230991337977,25,12,4,14,14,0,1.0,1.0,1.0,1.0
4,TRUE,5,6,,338.9360748630709,150,0.875615763546798,4,338.9360748630709,3.4878236958083644,21,10,4,14,14,0,1.0,1.0,1.0,1.0
4,TRUE,10,6,,308.86500705120545,150,0.875615763546798,4,308.86500705120545,3.46836438286923,16,8,4,14,14,0,1.0,1.0,1.0,1.0
4,TRUE,auto,6,,342.76450198781714,150,0.875615763546798,4,342.76450198781714,3.4847545150845183,23,11,4,14,14,0,0.9166666666666666,0.923076923076923,0.9166666666666666,0.923076923076923
4,REF,0,6,,285.8805921237076,150,0.875615763546798,4,263.0660171779821,5.683317527545476,4,0,0,0,8,0,0.0,0.7272727272727273,0.0,0.7272727272727273
4,REF,2,6,,285.8805921237076,150,0.875615763546798,4,263.0660171779821,5.683317527545476,4,0,0,0,8,0,0.0,0.761904761904762,0.0,0.761904761904762
4,REF,5,6,,285.8805921237076,150,0.875615763546798,4,263.0660171779821,5.683317527545476,4,0,0,0,8,0,0.0,0.8421052631578948,0.0,0.8421052631578948
4,REF,10,6,,285.8805921237076,150,0.875615763546798,4,263.0660171779821,5.683317527545476,4,0,0,0,8,0,0.0,0.75,0.0,0.875
