dataset,group,id,arm,L,bytes,structure_bytes,n_components,total_length_px,mean_width_px,n_branches,n_junctions,cycle_rank,n_junction_nodes,n_endpoints,n_isolated_cycles,junc_f1
UIT,UIT_20,UIT_20_y512x768,SEG,5,,74,4,44.04163056034262,4.361802086550272,4,0,0,0,8,0,1.0
UIT,UIT_20,UIT_20_y512x768,SEG,auto,,74,4,44.04163056034262,4.361802086550272,4,0,0,0,8,0,1.0
UIT,UIT_20,UIT_20_y512x768,GRAPH7,5,806.0,74,4,44.0,4.246578637739306,4,0,0,0,8,0,1.0
UIT,UIT_20,UIT_20_y512x768,GRAPH7,auto,806.0,74,4,44.0,4.246578637739306,4,0,0,0,8,0,1.0
UIT,UIT_20,UIT_20_y768x0,REF,5,,200,3,315.3208511739212,7.630322565596402,15,7,2,10,12,0,1.0
UIT,UIT_20,UIT_20_y768x0,REF,auto,,200,3,309.49242404917504,7.602810824906841,13,6,2,10,12,0,1.0
UIT,UIT_20,UIT_20_y768x0,SEG,5,,200,3,302.07821048680194,8.40059515878462,11,5,2,6,8,0,0.6666666666666666
UIT,UIT_20,UIT_20_y768x0,SEG,auto,,200,3,293.8355697996826,8.291050651511288,9,4,2,6,8,0,0.8
UIT,UIT_20,UIT_20_y768x0,GRAPH7,5,2477.0,200,3,302.0,8.377839008456544,11,5,2,6,8,0,0.6666666666666666
UIT,UIT_20,UIT_20_y768x0,GRAPH7,auto,2477.0,200,3,293.75,8.283131508268516,9,4,2,6,8,0,0.8
UIT,UIT_20,UIT_20_y768x0,JPEG,5,2411.0,200,3,293.8355697996826,8.293095818235097,12,5,1,5,9,0,0.8333333333333333
UIT,UIT_20,UIT_20_y768x0,JPEG,auto,2411.0,200,3,293.8355697996826,8.293095818235097,12,5,1,5,9,0,0.9090909090909091
UIT,UIT_3,UIT_3_y0x256,REF,5,,322,4,549.7888886054566,9.50209828633051,17,8,3,9,11,0,1.0
UIT,UIT_3,UIT_3_y0x256,REF,auto,,322,3,537.717820793591,9.59199425649771,16,8,3,9,11,0,1.0
UIT,UIT_3,UIT_3_y0x256,SEG,5,,322,5,569.6883835420682,7.993663356785578,22,10,3,10,14,0,0.6666666666666665
UIT,UIT_3,UIT_3_y0x256,SEG,auto,,322,3,554.6173157302028,8.05157761583601,20,10,3,10,14,0,0.6666666666666665
UIT,UIT_3,UIT_3_y0x256,GRAPH7,5,3982.0,322,5,570.0,7.950189965401939,22,10,3,10,14,0,0.6666666666666665
UIT,UIT_3,UIT_3_y0x256,GRAPH7,auto,3982.0,322,3,555.0,8.011314473278539,20,10,3,10,14,0,0.6666666666666665
UIT,UIT_3,UIT_3_y0x256,JPEG,5,3933.0,322,6,535.7888886054566,8.002019091351283,18,7,2,7,15,0,0.39999999999999997
UIT,UIT_3,UIT_3_y0x256,JPEG,auto,3933.0,322,4,530.9604614807104,8.011138339533337,16,7,2,7,15,0,0.39999999999999997
UIT,UIT_20,UIT_20_y256x512,REF,5,,1081,22,1790.1189744953674,7.208573828561863,68,24,3,34,72,0,1.0
UIT,UIT_20,UIT_20_y256x512,REF,auto,,1081,17,1750.9768388716361,7.22755146368137,56,21,3,34,72,0,1.0
UIT,UIT_20,UIT_20_y256x512,SEG,5,,1081,19,1786.0479066835017,7.886537986654109,70,27,3,35,67,0,0.627450980392157
UIT,UIT_20,UIT_20_y256x512,SEG,auto,,1081,17,1763.734198184517,7.874734675732831,62,24,3,35,67,0,0.5777777777777778
UIT,UIT_20,UIT_20_y256x512,GRAPH7,5,11952.0,1081,19,1788.0,7.900495461540621,70,27,3,35,67,0,0.627450980392157
UIT,UIT_20,UIT_20_y256x512,GRAPH7,auto,11952.0,1081,17,1765.25,7.893831403616842,62,24,3,35,67,0,0.5777777777777778
UIT,UIT_20,UIT_20_y256x512,JPEG,5,11804.0,1081,18,1802.704760932994,7.856737677791113,73,29,4,41,69,0,0.6415094339622641
UIT,UIT_20,UIT_20_y256x512,JPEG,auto,11804.0,1081,16,1767.3199846221441,7.85235986347774,64,26,4,41,69,0,0.6382978723404256
UIT,UIT_20,UIT_20_y256x768,REF,5,,809,12,1346.3006486383879,8.12244470347708,64,29,8,34,42,0,1.0
UIT,UIT_20,UIT_20_y256x768,REF,auto,,809,10,1294.016377390926,8.119540244838634,51,24,8,34,42,0,1.0
UIT,UIT_20,UIT_20_y256x768,SEG,5,,809,14,1273.9747468305834,8.598319570815548,60,26,7,31,45,0,0.8
UIT,UIT_20,UIT_20_y256x768,SEG,auto,,809,11,1225.347329832614,8.58709883088361,48,22,7,31,45,0,0.8695652173913043
UIT,UIT_20,UIT_20_y256x768,GRAPH7,5,9391.0,809,14,1275.25,8.614136666360187,60,26,7,30,45,0,0.8
UIT,UIT_20,UIT_20_y256x768,GRAPH7,auto,9391.0,809,11,1226.5,8.60572933681981,48,22,7,30,45,0,0.8695652173913043
UIT,UIT_20,UIT_20_y256x768,JPEG,5,9110.0,809,14,1252.5605332682105,8.63976216450151,55,24,7,30,44,0,0.7547169811320755
UIT,UIT_20,UIT_20_y256x768,JPEG,auto,9110.0,809,10,1216.1757569573601,8.671562028894916,49,23,7,30,44,0,0.8085106382978724
UIT,UIT_3,UIT_3_y0x512,REF,5,,333,10,523.2325394193526,7.549128652026109,28,9,1,11,30,0,1.0
UIT,UIT_3,UIT_3_y0x512,REF,auto,,333,4,482.4335495461293,7.62413028383891,19,8,1,11,30,0,1.0
UIT,UIT_3,UIT_3_y0x512,SEG,5,,333,7,467.2325394193527,7.852391234257489,28,11,2,12,23,0,0.7000000000000001
UIT,UIT_3,UIT_3_y0x512,SEG,auto,,333,4,428.6761902332486,7.897426541529674,19,8,2,12,23,0,0.625
UIT,UIT_3,UIT_3_y0x512,GRAPH7,5,3533.0,333,7,467.5,7.890152361311666,28,11,2,12,23,0,0.7000000000000001
UIT,UIT_3,UIT_3_y0x512,GRAPH7,auto,3533.0,333,4,429.0,7.932649564866242,19,8,2,12,23,0,0.625
UIT,UIT_3,UIT_3_y0x512,JPEG,5,3455.0,333,7,460.7472580451141,7.530003912619964,24,9,2,12,22,0,0.6666666666666666
UIT,UIT_3,UIT_3_y0x512,JPEG,auto,3455.0,333,6,449.3330444827409,7.531654631563781,21,8,2,12,22,0,0.625
UIT,UIT_3,UIT_3_y256x256,REF,5,,462,11,764.6711395993651,8.385447891747033,35,14,4,22,36,0,1.0
UIT,UIT_3,UIT_3_y256x256,REF,auto,,462,8,729.4579361637687,8.456404019815626,28,12,4,22,36,0,1.0
UIT,UIT_3,UIT_3_y256x256,SEG,5,,462,14,681.0437226013959,7.615351429791445,30,8,0,11,39,0,0.5454545454545454
UIT,UIT_3,UIT_3_y256x256,SEG,auto,,462,13,664.8010819142764,7.609709820681794,25,6,0,11,39,0,0.6666666666666666
UIT,UIT_3,UIT_3_y256x256,GRAPH7,5,5595.0,462,14,681.75,7.583421473288916,30,8,0,11,39,0,0.5454545454545454
UIT,UIT_3,UIT_3_y256x256,GRAPH7,auto,5595.0,462,13,665.5,7.57939931222646,25,6,0,11,39,0,0.6666666666666666
UIT,UIT_3,UIT_3_y256x256,JPEG,5,5583.0,462,15,675.1147904132612,7.453762719076584,31,8,0,12,42,0,0.6363636363636364
UIT,UIT_3,UIT_3_y256x256,JPEG,auto,5583.0,462,14,649.0437226013958,7.43102237467598,26,6,0,12,42,0,0.6666666666666666
UIT,UIT_3,UIT_3_y768x512,REF,5,,209,5,494.7766952966369,8.678378208048368,25,11,3,16,20,0,1.0
UIT,UIT_3,UIT_3_y768x512,REF,auto,,209,4,485.1198410471445,8.731246032256886,22,10,3,16,20,0,1.0
UIT,UIT_3,UIT_3_y768x512,SEG,5,,209,2,218.61017305526644,11.589852395161113,21,11,4,13,9,0,0.09090909090909091
UIT,UIT_3,UIT_3_y768x512,SEG,auto,,209,1,159.5685424949238,12.18356303285167,10,6,4,13,9,0,0.0
UIT,UIT_3,UIT_3_y768x512,GRAPH7,5,2093.0,209,2,218.75,11.619848333893039,21,11,4,12,9,0,0.09090909090909091
UIT,UIT_3,UIT_3_y768x512,GRAPH7,auto,2093.0,209,1,160.0,12.206020060172511,10,6,4,12,9,0,0.0
UIT,UIT_3,UIT_3_y768x512,JPEG,5,2045.0,209,2,173.9238815542512,11.20903057152919,14,7,2,8,8,0,0.33333333333333326
UIT,UIT_3,UIT_3_y768x512,JPEG,auto,2045.0,209,1,124.39696961967002,11.119958708184425,5,3,2,8,8,0,0.30769230769230765
UIT,UIT_33,UIT_33_y0x256,REF,5,,436,5,732.5706345359769,8.985521464557406,33,16,5,22,22,0,1.0
UIT,UIT_33,UIT_33_y0x256,REF,auto,,436,3,698.8427124746189,8.936048284045029,23,12,5,22,22,0,1.0
UIT,UIT_33,UIT_33_y0x256,SEG,5,,436,5,649.9726547895302,8.723912815620205,28,13,4,18,20,0,0.6206896551724138
UIT,UIT_33,UIT_33_y0x256,SEG,auto,,436,4,613.2447327281723,8.668695377395421,20,10,4,18,20,0,0.5454545454545454
UIT,UIT_33,UIT_33_y0x256,GRAPH7,5,5434.0,436,5,650.0,8.761622715470532,28,13,4,17,20,0,0.6206896551724138
UIT,UIT_33,UIT_33_y0x256,GRAPH7,auto,5434.0,436,4,613.0,8.684444485624221,20,10,4,17,20,0,0.5454545454545454
UIT,UIT_33,UIT_33_y0x256,JPEG,5,5271.0,436,7,644.4579361637686,8.215912989470501,27,11,4,18,24,0,0.7407407407407406
UIT,UIT_33,UIT_33_y0x256,JPEG,auto,5271.0,436,6,615.5584412271571,8.234355028986215,23,10,4,18,24,0,0.6363636363636365
UIT,UIT_3,UIT_3_y512x512,REF,5,,384,21,776.98484809835,8.886735800148381,50,15,1,18,58,0,1.0
UIT,UIT_3,UIT_3_y512x512,REF,auto,,384,12,701.2152954766494,9.15099257190978,31,10,1,18,58,0,1.0
UIT,UIT_3,UIT_3_y512x512,SEG,5,,384,8,504.84776310850236,9.910418124936603,28,11,2,15,27,0,0.30769230769230765
UIT,UIT_3,UIT_3_y512x512,SEG,auto,,384,7,425.14927829866735,9.60860084129052,13,4,2,15,27,0,0.0
UIT,UIT_3,UIT_3_y512x512,GRAPH7,5,4744.0,384,8,505.0,9.90090207405781,28,11,2,14,27,0,0.30769230769230765
UIT,UIT_3,UIT_3_y512x512,GRAPH7,auto,4744.0,384,7,425.25,9.593180848218108,13,4,2,14,27,0,0.0
UIT,UIT_3,UIT_3_y512x512,JPEG,5,4651.0,384,5,396.66399692442883,8.68624833028267,15,6,2,10,16,0,0.09523809523809522
UIT,UIT_3,UIT_3_y512x512,JPEG,auto,4651.0,384,5,375.35028842544403,8.825232238831415,9,3,2,10,16,0,0.0
UIT,UIT_3,UIT_3_y768x256,REF,5,,137,3,238.7817459305202,8.746485672956954,11,4,0,6,12,0,1.0
UIT,UIT_3,UIT_3_y768x256,REF,auto,,137,2,225.95331880577407,8.937668016242892,6,2,0,6,12,0,1.0
UIT,UIT_3,UIT_3_y768x256,SEG,5,,137,4,167.98275605729688,8.249722848530526,6,1,0,1,9,0,0.4
UIT,UIT_3,UIT_3_y768x256,SEG,auto,,137,4,167.98275605729688,8.249722848530526,6,1,0,1,9,0,0.6666666666666666
UIT,UIT_3,UIT_3_y768x256,GRAPH7,5,1806.0,137,4,168.25,8.21908217009384,6,1,0,1,9,0,0.4
UIT,UIT_3,UIT_3_y768x256,GRAPH7,auto,1806.0,137,4,168.25,8.21908217009384,6,1,0,1,9,0,0.6666666666666666
UIT,UIT_3,UIT_3_y768x256,JPEG,5,1768.0,137,5,192.1543289325507,8.208482537563428,9,2,0,2,12,0,0.0
UIT,UIT_3,UIT_3_y768x256,JPEG,auto,1768.0,137,4,182.1543289325507,8.025549299443838,6,1,0,2,12,0,0.0
UIT,UIT_33,UIT_33_y0x512,REF,5,,509,9,910.8965363437812,9.00209088552184,40,16,2,19,33,0,1.0
UIT,UIT_33,UIT_33_y0x512,REF,auto,,509,7,887.6538956566619,9.02926129148433,32,13,2,19,33,0,1.0
UIT,UIT_33,UIT_33_y0x512,SEG,5,,509,8,843.7127701597078,9.968305231347612,31,12,1,15,29,0,0.5714285714285715
UIT,UIT_33,UIT_33_y0x512,SEG,auto,,509,6,794.9848480983499,10.095468970647781,21,8,1,15,29,0,0.4761904761904762
UIT,UIT_33,UIT_33_y0x512,GRAPH7,5,6072.0,509,8,843.25,9.993779547226957,31,12,1,15,29,0,0.5714285714285715
UIT,UIT_33,UIT_33_y0x512,GRAPH7,auto,6072.0,509,6,794.75,10.115372389893386,21,8,1,15,29,0,0.4761904761904762
UIT,UIT_33,UIT_33_y0x512,JPEG,5,5909.0,509,8,803.9554108468269,9.946396965501814,32,12,2,14,26,0,0.5714285714285715
UIT,UIT_33,UIT_33_y0x512,JPEG,auto,5909.0,509,7,759.1564209736036,9.860725165471894,22,8,2,14,26,0,0.380952380952381
UIT,UIT_33,UIT_33_y256x0,REF,5,,352,13,515.7005768508881,7.160170688176152,22,5,1,11,35,0,1.0
UIT,UIT_33,UIT_33_y256x0,REF,auto,,352,11,489.5584412271571,7.139478340416391,18,4,1,11,35,0,1.0
UIT,UIT_33,UIT_33_y256x0,SEG,5,,352,14,478.8010819142764,6.784292265724208,21,4,1,8,34,0,0.22222222222222224
UIT,UIT_33,UIT_33_y256x0,SEG,auto,,352,13,457.9015869776647,6.792465387172777,18,3,1,8,34,0,0.28571428571428575
UIT,UIT_33,UIT_33_y256x0,GRAPH7,5,3970.0,352,14,478.75,6.773828832077178,21,4,1,8,34,0,0.22222222222222224
UIT,UIT_33,UIT_33_y256x0,GRAPH7,auto,3970.0,352,13,457.75,6.781202738081811,18,3,1,8,34,0,0.28571428571428575
UIT,UIT_33,UIT_33_y256x0,JPEG,5,3886.0,352,15,485.0437226013956,6.611127753536275,22,4,1,7,35,0,0.22222222222222224
UIT,UIT_33,UIT_33_y256x0,JPEG,auto,3886.0,352,12,460.4873734152916,6.583141884652749,17,3,1,7,35,0,0.28571428571428575
UIT,UIT_33,UIT_33_y512x512,REF,5,,343,14,728.5117600329311,8.945949256136522,37,14,5,18,36,0,1.0
UIT,UIT_33,UIT_33_y512x512,REF,auto,,343,10,674.6417023478423,9.078316894134238,24,9,5,18,36,0,1.0
UIT,UIT_33,UIT_33_y512x512,SEG,5,,343,8,509.2325394193526,10.223296548030985,21,8,3,10,20,0,0.36363636363636365
UIT,UIT_33,UIT_33_y512x512,SEG,auto,,343,7,464.26197667087547,10.15948057200114,13,4,3,10,20,0,0.30769230769230765
UIT,UIT_33,UIT_33_y512x512,GRAPH7,5,3808.0,343,8,509.5,10.203208540706555,21,8,3,10,20,0,0.36363636363636365
UIT,UIT_33,UIT_33_y512x512,GRAPH7,auto,3808.0,343,7,464.25,10.134821792681969,13,4,3,10,20,0,0.30769230769230765
UIT,UIT_33,UIT_33_y512x512,JPEG,5,3770.0,343,8,472.30360723121794,10.072200840939985,19,7,4,11,19,0,0.38095238095238093
UIT,UIT_33,UIT_33_y512x512,JPEG,auto,3770.0,343,7,433.67619023324846,9.755979437482086,12,4,4,11,19,0,0.30769230769230765
UIT,UIT_33,UIT_33_y768x256,REF,5,,551,15,991.8498551495553,7.214426074528137,46,18,6,19,38,0,1.0
UIT,UIT_33,UIT_33_y768x256,REF,auto,,551,11,969.607214462436,7.2629195962888735,39,17,6,19,38,0,1.0
UIT,UIT_33,UIT_33_y768x256,SEG,5,,551,12,933.6366517139589,7.484082569135896,40,16,4,17,33,0,0.7647058823529411
UIT,UIT_33,UIT_33_y768x256,SEG,auto,,551,11,902.6660889654819,7.482315518266431,31,12,4,17,33,0,0.6896551724137931
UIT,UIT_33,UIT_33_y768x256,GRAPH7,5,6907.0,551,12,933.0,7.481172563947188,40,16,4,17,33,0,0.7647058823529411
UIT,UIT_33,UIT_33_y768x256,GRAPH7,auto,6907.0,551,11,902.0,7.4781896551761236,31,12,4,17,33,0,0.6896551724137931
UIT,UIT_33,UIT_33_y768x256,JPEG,5,6788.0,551,12,924.5361466505708,7.418122688879611,38,15,4,18,34,0,0.7272727272727272
UIT,UIT_33,UIT_33_y768x256,JPEG,auto,6788.0,551,11,906.222438151586,7.412749658392297,33,13,4,18,34,0,0.7333333333333334
UIT,UIT_3,UIT_3_y256x512,REF,5,,690,18,1244.317892581091,7.6075531894588915,53,19,3,22,52,0,1.0
UIT,UIT_3,UIT_3_y256x512,REF,auto,,690,15,1221.4183976444792,7.613300536061674,46,17,3,22,52,0,1.0
UIT,UIT_3,UIT_3_y256x512,SEG,5,,690,16,1134.3351365237938,7.864405230329866,49,18,3,20,46,0,0.5405405405405405
UIT,UIT_3,UIT_3_y256x512,SEG,auto,,690,15,1102.4356415871823,7.812056828390771,42,15,3,20,46,0,0.5625
UIT,UIT_3,UIT_3_y256x512,GRAPH7,5,8900.0,690,16,1135.25,7.861023341090135,49,18,3,20,46,0,0.5405405405405405
UIT,UIT_3,UIT_3_y256x512,GRAPH7,auto,8900.0,690,15,1103.25,7.8134257771207025,42,15,3,20,46,0,0.5625
UIT,UIT_3,UIT_3_y256x512,JPEG,5,8698.0,690,17,1137.1635636485403,7.845689899106817,49,17,2,19,49,0,0.5555555555555555
UIT,UIT_3,UIT_3_y256x512,JPEG,auto,8698.0,690,15,1084.607214462436,7.787101268652006,37,12,2,19,49,0,0.4827586206896552
UIT,UIT_3,UIT_3_y512x256,REF,5,,808,12,1275.8864350760145,8.180981849564878,73,34,10,45,49,0,1.0
UIT,UIT_3,UIT_3_y512x256,REF,auto,,808,11,1217.259018078045,8.17420411211532,62,29,10,45,49,0,1.0
UIT,UIT_3,UIT_3_y512x256,SEG,5,,808,13,1212.4600282048218,8.150104216014011,64,28,5,34,50,0,0.7096774193548386
UIT,UIT_3,UIT_3_y512x256,SEG,auto,,808,10,1163.004184082106,8.162485897042377,51,23,5,34,50,0,0.6538461538461539
UIT,UIT_3,UIT_3_y512x256,GRAPH7,5,9668.0,808,13,1212.75,8.16707722506792,64,28,5,33,50,0,0.7096774193548386
UIT,UIT_3,UIT_3_y512x256,GRAPH7,auto,9668.0,808,10,1163.5,8.177735660548286,51,23,5,33,50,0,0.6538461538461539
UIT,UIT_3,UIT_3_y512x256,JPEG,5,9603.0,808,12,1206.5310960166871,8.240589946855605,66,30,7,35,45,0,0.65625
UIT,UIT_3,UIT_3_y512x256,JPEG,auto,9603.0,808,9,1150.2468247692254,8.236076989372982,53,25,7,35,45,0,0.5925925925925927
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,REF,5,,302,3,471.43354954612926,4.818187587360834,46,26,11,35,20,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,REF,auto,,302,3,471.43354954612926,4.818187587360834,46,26,11,35,20,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,SEG,5,,302,3,415.3919189857866,8.734383447344374,25,12,2,15,17,0,0.4736842105263157
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,SEG,auto,,302,2,385.49242404917493,8.854295192652538,16,8,2,15,17,0,0.47058823529411764
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,GRAPH7,5,3066.0,302,3,415.75,8.757683179405973,25,12,2,15,17,0,0.4736842105263157
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,GRAPH7,auto,3066.0,302,2,386.0,8.855523549347723,16,8,2,15,17,0,0.47058823529411764
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,JPEG,5,3030.0,302,4,406.8061325481597,8.519763719424303,27,13,3,17,19,0,0.5128205128205128
HUMAN,HUMAN_1b,HUMAN_1b_y512x256,JPEG,auto,3030.0,302,3,376.73506473629425,8.61656812964871,20,10,3,17,19,0,0.5
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,REF,5,,444,11,490.20310216782974,5.99954063284723,22,6,1,13,34,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,REF,auto,,444,8,472.88939366884495,5.998070054814527,18,5,1,13,34,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,SEG,5,,444,9,647.3158005400379,8.948291659568754,31,12,2,15,29,0,0.1111111111111111
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,SEG,auto,,444,5,616.5878784786801,9.000972204494584,23,10,2,15,29,0,0.13333333333333333
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,GRAPH7,5,4968.0,444,9,647.75,8.972162606640914,31,12,2,15,29,0,0.1111111111111111
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,GRAPH7,auto,4968.0,444,5,617.0,9.021195523900458,23,10,2,15,29,0,0.13333333333333333
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,JPEG,5,4763.0,444,9,648.9726547895303,8.843866003083885,31,12,2,16,30,0,0.1111111111111111
HUMAN,HUMAN_1b,HUMAN_1b_y768x0,JPEG,auto,4763.0,444,5,615.0020920410532,8.913809793837054,23,10,2,16,30,0,0.13333333333333333
UIT,UIT_33,UIT_33_y768x512,REF,5,,609,13,1131.4183976444792,8.108034290988938,51,20,3,22,42,0,1.0
UIT,UIT_33,UIT_33_y768x512,REF,auto,,609,12,1103.5189027078675,8.13016652678124,42,16,3,22,42,0,1.0
UIT,UIT_33,UIT_33_y768x512,SEG,5,,609,9,1034.9209229614207,8.440610087144268,32,12,1,18,34,0,0.5
UIT,UIT_33,UIT_33_y768x512,SEG,auto,,609,9,1012.8498551495553,8.378732649444752,26,9,1,18,34,0,0.4800000000000001
UIT,UIT_33,UIT_33_y768x512,GRAPH7,5,7475.0,609,9,1036.5,8.447044624180926,32,12,1,18,34,0,0.5
UIT,UIT_33,UIT_33_y768x512,GRAPH7,auto,7475.0,609,9,1022.75,8.427689934806558,28,10,1,18,34,0,0.5384615384615384
UIT,UIT_33,UIT_33_y768x512,JPEG,5,7437.0,609,10,1015.1930009000629,8.515151995353255,35,13,1,18,36,0,0.5454545454545455
UIT,UIT_33,UIT_33_y768x512,JPEG,auto,7437.0,609,10,996.7077195258244,8.486416402149414,29,10,1,18,36,0,0.5384615384615384
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,REF,5,,283,5,494.9604614807104,6.7658964952018685,28,12,2,14,20,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,REF,auto,,283,3,479.47518010647195,6.7804775601776575,24,11,2,14,20,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,SEG,5,,283,8,310.27922061357856,8.363790117641756,17,5,2,11,23,0,0.11764705882352941
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,SEG,auto,,283,6,283.2081528017131,8.528789670927537,13,4,2,11,23,0,0.0
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,GRAPH7,5,3299.0,283,8,310.5,8.421864913109498,17,5,2,10,23,0,0.11764705882352941
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,GRAPH7,auto,3299.0,283,6,283.5,8.598461391921926,13,4,2,10,23,0,0.0
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,JPEG,5,3255.0,283,11,372.46298679765215,8.009371105252656,25,7,1,12,33,0,0.10526315789473685
HUMAN,HUMAN_1b,HUMAN_1b_y512x0,JPEG,auto,3255.0,283,7,319.5218613006979,8.255038635361359,17,5,1,12,33,0,0.0
UIT,UIT_33,UIT_33_y512x0,REF,5,,181,4,221.09545442950503,10.05549837336321,14,6,2,9,13,0,1.0
UIT,UIT_33,UIT_33_y512x0,REF,auto,,181,1,166.22539674441617,10.311930694978097,5,3,2,9,13,0,1.0
UIT,UIT_33,UIT_33_y512x0,SEG,5,,181,4,224.5096679918781,8.843764205916962,15,7,3,7,9,0,0.30769230769230765
UIT,UIT_33,UIT_33_y512x0,SEG,auto,,181,2,199.36753236814712,9.01296999862619,9,5,3,7,9,0,0.25
UIT,UIT_33,UIT_33_y512x0,GRAPH7,5,2094.0,181,4,224.5,8.807105400030588,15,7,3,7,9,0,0.30769230769230765
UIT,UIT_33,UIT_33_y512x0,GRAPH7,auto,2094.0,181,2,199.25,8.965416242834204,9,5,3,7,9,0,0.25
UIT,UIT_33,UIT_33_y512x0,JPEG,5,2094.0,181,4,213.09545442950503,9.620396674966994,13,5,1,5,11,0,0.3636363636363636
UIT,UIT_33,UIT_33_y512x0,JPEG,auto,2094.0,181,2,181.78174593052023,9.553463999504622,5,2,1,5,11,0,0.0
UIT,UIT_33,UIT_33_y512x256,REF,5,,1176,24,1934.1555544218265,6.893221926483407,80,29,2,37,81,0,1.0
UIT,UIT_33,UIT_33_y512x256,REF,auto,,1176,21,1902.2560594852152,6.910789682830634,71,26,2,37,81,0,1.0
UIT,UIT_33,UIT_33_y512x256,SEG,5,,1176,22,1925.084486609961,7.441049416097719,82,32,4,38,74,0,0.8196721311475409
UIT,UIT_33,UIT_33_y512x256,SEG,auto,,1176,19,1887.1139238614844,7.434532473848127,71,28,4,38,74,0,0.8148148148148148
UIT,UIT_33,UIT_33_y512x256,GRAPH7,5,13276.0,1176,22,1926.0,7.451263685054942,82,32,4,38,74,0,0.8196721311475409
UIT,UIT_33,UIT_33_y512x256,GRAPH7,auto,13276.0,1176,19,1887.75,7.446603204635528,71,28,4,38,74,0,0.8148148148148148
UIT,UIT_33,UIT_33_y512x256,JPEG,5,13208.0,1176,22,1892.0428560496184,7.455554097591017,77,28,3,35,73,0,0.7719298245614034
UIT,UIT_33,UIT_33_y512x256,JPEG,auto,13208.0,1176,21,1866.9717882377533,7.455151692202258,70,25,3,35,73,0,0.7450980392156863
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,REF,5,,816,17,966.9919907732861,6.305499240613239,46,16,4,25,51,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,REF,auto,,816,12,931.1930009000629,6.305403951828419,37,14,4,25,51,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,SEG,5,,816,15,1178.5016587651646,7.936085098327865,63,26,4,32,54,0,0.2857142857142857
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,SEG,auto,,816,13,1153.1879502661798,7.9267900804365965,55,23,4,32,54,0,0.3243243243243243
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,GRAPH7,5,8478.0,816,15,1179.0,7.956417191227933,63,26,4,32,54,0,0.2857142857142857
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,GRAPH7,auto,8478.0,816,13,1153.5,7.946000706698728,55,23,4,32,54,0,0.3243243243243243
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,JPEG,5,8369.0,816,17,1198.5727265770302,7.967438966230636,67,27,4,31,57,0,0.3255813953488372
HUMAN,HUMAN_1b,HUMAN_1b_y768x256,JPEG,auto,8369.0,816,14,1161.1879502661798,7.949668025089801,58,24,4,31,57,0,0.3157894736842105
HUMAN,HUMAN_1b,HUMAN_1b_y768x512,REF,5,,79,1,60.87005768508881,6.999816314928865,6,3,2,4,2,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x512,REF,auto,,79,1,60.87005768508881,6.999816314928865,6,3,2,4,2,0,1.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x512,SEG,5,,79,1,105.01219330881973,11.18317627768269,2,1,1,1,1,0,0.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x512,SEG,auto,,79,1,105.01219330881973,11.18317627768269,2,1,1,1,1,0,0.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x512,GRAPH7,5,1410.0,79,1,105.0,11.166339957212703,2,1,1,1,1,0,0.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x512,GRAPH7,auto,1410.0,79,1,105.0,11.166339957212703,2,1,1,1,1,0,0.0
HUMAN,HUMAN_1b,HUMAN_1b_y768x512,JPEG,5,1408.0,79,1,95.76955262170046,11.03192713104232,2,1,1,2,2,0,0.0
